ref_area.label,source.label,indicator.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 60-64,2017,79.409,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 65+,2017,38.671,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): Total,2017,47.806,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 15-19,2017,8.57,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 20-24,2017,39.234,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 25-29,2017,62.102,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 30-34,2017,68.97,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 35-39,2017,67.53,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 40-44,2017,65.84,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 45-49,2017,66.369,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 50-54,2017,60.99,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 55-59,2017,55.722,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 60-64,2017,43.004,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 65+,2017,13.777,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,"Age (Youth, adults): 15+",2016,58.008,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,"Age (Youth, adults): 15-64",2016,63.381,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,"Age (Youth, adults): 15-24",2016,29.684,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,"Age (Youth, adults): 25+",2016,64.699,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,"Age (Youth, adults): 15+",2016,69.47,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,"Age (Youth, adults): 15-64",2016,73.681,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,"Age (Youth, adults): 15-24",2016,34.6,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,"Age (Youth, adults): 25+",2016,78.129,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,"Age (Youth, adults): 15+",2016,47.08,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,"Age (Youth, adults): 15-64",2016,53.16,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,"Age (Youth, adults): 15-24",2016,24.607,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,"Age (Youth, adults): 25+",2016,52.135,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (Aggregate bands): Total,2016,58.008,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (Aggregate bands): 15-24,2016,29.684,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (Aggregate bands): 25-54,2016,75.196,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (Aggregate bands): 55-64,2016,63.888,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (Aggregate bands): 65+,2016,24.21,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (Aggregate bands): Total,2016,69.47,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (Aggregate bands): 15-24,2016,34.6,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (Aggregate bands): 25-54,2016,85.909,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (Aggregate bands): 55-64,2016,81.587,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (Aggregate bands): 65+,2016,38.437,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (Aggregate bands): Total,2016,47.08,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (Aggregate bands): 15-24,2016,24.607,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (Aggregate bands): 25-54,2016,64.508,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (Aggregate bands): 55-64,2016,47.666,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (Aggregate bands): 65+,2016,13.691,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): Total,2016,58.008,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 15-24,2016,29.684,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 25-34,2016,72.756,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 35-44,2016,77.99,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 45-54,2016,75.112,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 55-64,2016,63.888,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 65+,2016,24.21,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): Total,2016,69.47,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 15-24,2016,34.6,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 25-34,2016,80.769,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 35-44,2016,89.373,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 45-54,2016,88.454,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 55-64,2016,81.587,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 65+,2016,38.437,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): Total,2016,47.08,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 15-24,2016,24.607,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 25-34,2016,64.559,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 35-44,2016,66.606,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 45-54,2016,62.231,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 55-64,2016,47.666,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 65+,2016,13.691,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): Total,2016,58.008,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 15-19,2016,11.647,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 20-24,2016,45.978,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 25-29,2016,69.075,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 30-34,2016,76.816,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 35-39,2016,78.318,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 40-44,2016,77.653,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 45-49,2016,76.743,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 50-54,2016,73.426,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 55-59,2016,69.265,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 60-64,2016,57.574,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 65+,2016,24.21,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): Total,2016,69.47,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 15-19,2016,13.599,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 20-24,2016,53.606,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 25-29,2016,75.917,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 30-34,2016,86.138,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 35-39,2016,89.75,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 40-44,2016,88.981,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 45-49,2016,88.552,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 50-54,2016,88.352,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 55-59,2016,85.074,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 60-64,2016,77.424,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 65+,2016,38.437,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): Total,2016,47.08,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 15-19,2016,9.627,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 20-24,2016,38.114,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 25-29,2016,62.056,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 30-34,2016,67.313,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 35-39,2016,66.799,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 40-44,2016,66.408,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 45-49,2016,65.231,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 50-54,2016,59.158,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 55-59,2016,54.559,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 60-64,2016,39.698,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 65+,2016,13.691,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,"Age (Youth, adults): 15+",2015,58.149,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,"Age (Youth, adults): 15-64",2015,63.544,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,"Age (Youth, adults): 15-24",2015,30.593,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,"Age (Youth, adults): 25+",2015,64.906,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,"Age (Youth, adults): 15+",2015,70.077,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,"Age (Youth, adults): 15-64",2015,74.492,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,"Age (Youth, adults): 15-24",2015,36.245,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,"Age (Youth, adults): 25+",2015,78.803,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,"Age (Youth, adults): 15+",2015,46.788,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,"Age (Youth, adults): 15-64",2015,52.696,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,"Age (Youth, adults): 15-24",2015,24.758,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,"Age (Youth, adults): 25+",2015,51.928,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (Aggregate bands): Total,2015,58.149,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (Aggregate bands): 15-24,2015,30.593,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (Aggregate bands): 25-54,2015,75.366,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (Aggregate bands): 55-64,2015,64.442,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (Aggregate bands): 65+,2015,23.17,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (Aggregate bands): Total,2015,70.077,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (Aggregate bands): 15-24,2015,36.245,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (Aggregate bands): 25-54,2015,86.742,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (Aggregate bands): 55-64,2015,83.029,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (Aggregate bands): 65+,2015,36.455,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (Aggregate bands): Total,2015,46.788,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (Aggregate bands): 15-24,2015,24.758,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (Aggregate bands): 25-54,2015,64.043,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (Aggregate bands): 55-64,2015,47.441,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (Aggregate bands): 65+,2015,13.402,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): Total,2015,58.149,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 15-24,2015,30.593,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 25-34,2015,72.455,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 35-44,2015,78.199,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 45-54,2015,75.76,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 55-64,2015,64.442,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 65+,2015,23.17,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): Total,2015,70.077,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 15-24,2015,36.245,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 25-34,2015,81.385,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 35-44,2015,89.981,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 45-54,2015,89.707,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 55-64,2015,83.029,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 65+,2015,36.455,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): Total,2015,46.788,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 15-24,2015,24.758,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 25-34,2015,63.34,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 35-44,2015,66.445,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 45-54,2015,62.32,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 55-64,2015,47.441,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 65+,2015,13.402,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): Total,2015,58.149,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 15-19,2015,12.348,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 20-24,2015,47.075,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 25-29,2015,68.934,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 30-34,2015,76.261,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 35-39,2015,78.214,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 40-44,2015,78.184,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 45-49,2015,77.321,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 50-54,2015,74.114,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 55-59,2015,70.201,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 60-64,2015,57.597,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 65+,2015,23.17,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): Total,2015,70.077,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 15-19,2015,14.964,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 20-24,2015,55.51,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 25-29,2015,76.559,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 30-34,2015,86.621,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 35-39,2015,89.548,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 40-44,2015,90.435,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 45-49,2015,90.558,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 50-54,2015,88.8,,,,Repository: ILO-STATISTICS - Micro data processing
